path	size_bytes	mtime_epoch	md5
db_v2/library/added/B7NgbuTDZm.fna	25583724	1786590671	
db_v2/library/added/B8qmDTfjbl.fna	27337495	1786590994	
db_v2/library/added/BCHj8cZ0kP.fna	44843081	1786590920	
db_v2/library/added/BG6VuYCNkP.fna	21514066	1786590540	
db_v2/library/added/BOJ0E809j7.fna	19645817	1786589732	
db_v2/library/added/BfOQo584gZ.fna	29004077	1786590279	
db_v2/library/added/Bp0ADuZPRr.fna	16230914	1786590834	
db_v2/library/added/BxlyT9QoST.fna	51039212	1786590660	
db_v2/library/added/BzfnSGfE3x.fna	22750891	1786590364	
db_v2/library/added/C4hknsUufV.fna	32389917	1786590486	
db_v2/library/added/C8rc26iJ3V.fna	39191542	1786591029	
db_v2/library/added/CA1zF9phRf.fna	23693374	1786590377	
db_v2/library/added/CAAQ5S4ue9.fna	20057723	1786590213	
db_v2/library/added/CC1DZhoPyf.fna	20401822	1786590233	
db_v2/library/added/CDinA_zk2G.fna	20867030	1786590718	
db_v2/library/added/CEeKKKygL_.fna	35031251	1786590938	
db_v2/library/added/CKXMQnjri0.fna	26257091	1786590420	
db_v2/library/added/CV3iyUE19q.fna	22502614	1786589923	
db_v2/library/added/Cfy2souaHY.fna	22418139	1786590081	
db_v2/library/added/Cq6Jh5BqW8.fna	26581647	1786589973	
db_v2/library/added/Cvb3SLTTNp.fna	26301480	1786590002	
db_v2/library/added/D5vfmAfszx.fna	19901306	1786590177	
db_v2/library/added/D8cqVY2m3u.fna	22607868	1786590757	
db_v2/library/added/DH0U5YQ9rK.fna	22953944	1786590072	
db_v2/library/added/DMXKgXeJlG.fna	35466079	1786590964	
db_v2/library/added/DWG0c0gT8w.fna	23776649	1786590435	
db_v2/library/added/DaPhF1__xv.fna	20913848	1786590195	
db_v2/library/added/DaSFCDXoXr.fna	17102119	1786590193	
db_v2/library/added/DmIf0Xe_FD.fna	26934354	1786590496	
db_v2/library/added/DrItU9rolY.fna	19522518	1786589906	
db_v2/library/added/EAVqJFtJDh.fna	15691451	1786590817	
db_v2/library/added/EBefZ8OJH6.fna	24740139	1786590607	
db_v2/library/added/EF429E7pxx.fna	20667392	1786590107	
db_v2/library/added/EJZZSYaTJi.fna	23606663	1786590244	
db_v2/library/added/EUtw6kpuet.fna	34090810	1786590933	
db_v2/library/added/EwXJBTzpA9.fna	19366103	1786590534	
db_v2/library/added/FAgqzGmwJI.fna	17341037	1786590759	
db_v2/library/added/FAuSHkmDN0.fna	24152597	1786589946	
db_v2/library/added/FCXxq4wwmr.fna	17252586	1786590581	
db_v2/library/added/FFb3pH30ZE.fna	20791568	1786590542	
db_v2/library/added/FFvagc3Rcm.fna	20058375	1786589993	
db_v2/library/added/FK8foS49cd.fna	27020503	1786590674	
db_v2/library/added/FP4piJrG7y.fna	23449970	1786590649	
db_v2/library/added/FPwsJe2_z_.fna	37278978	1786591054	
db_v2/library/added/FT8ExfFaF5.fna	26816071	1786590294	
db_v2/library/added/FbsijhAsrE.fna	34146400	1786590560	
db_v2/library/added/FgFWqZdi3s.fna	19505951	1786590174	
db_v2/library/added/FjBLOiISNA.fna	21058715	1786590135	
db_v2/library/added/Fkr3PmAO5C.fna	13698956	1786590782	
db_v2/library/added/FmGKdAEw0q.fna	24124041	1786589854	
db_v2/library/added/FtSFKav5B6.fna	24556923	1786590520	
db_v2/library/added/G5pVS6OkPv.fna	20545387	1786590218	
db_v2/library/added/GF6AHvB8gw.fna	15658144	1786590804	
db_v2/library/added/Gevslgp0Nu.fna	21652241	1786589877	
db_v2/library/added/GqqFhg_mkq.fna	21659863	1786589864	
db_v2/library/added/GwtwzoWQdi.fna	21675720	1786589983	
db_v2/library/added/H8leNaQCX7.fna	21486467	1786590307	
db_v2/library/added/HAyvOK8qKb.fna	24894535	1786590408	
db_v2/library/added/HFZ3jvk8Vt.fna	26023707	1786589831	
db_v2/library/added/HGPWNo7own.fna	22718826	1786589970	
db_v2/library/added/HJ7jaWZElY.fna	19355608	1786590235	
db_v2/library/added/HV8fFw_AAL.fna	21215308	1786590798	
db_v2/library/added/HXsCDbNR36.fna	26215376	1786590400	
db_v2/library/added/HgtBmw6lLA.fna	15583379	1786591042	
db_v2/library/added/HnxXsNzKLi.fna	25716368	1786589926	
db_v2/library/added/Hs14ieM25u.fna	26013607	1786590423	
db_v2/library/added/ILRxprivS7.fna	21990553	1786590734	
db_v2/library/added/Ic75n9b9JK.fna	18884966	1786590637	
db_v2/library/added/IeB5hf5r0I.fna	20814273	1786590706	
db_v2/library/added/IjKQWn0asv.fna	26215419	1786590122	
db_v2/library/added/IjoUpdwRLO.fna	21194939	1786589931	
db_v2/library/added/Ikoh6i77lM.fna	37549486	1786590953	
db_v2/library/added/Ip5p895s14.fna	26135148	1786589798	
db_v2/library/added/J0Rfx4pvbg.fna	15443176	1786590921	
db_v2/library/added/J42idCGJEl.fna	19537778	1786590395	
db_v2/library/added/J5rOLyGCQE.fna	17515781	1786590190	
db_v2/library/added/JGpQRDAdNs.fna	21327591	1786590740	
db_v2/library/added/JWy1LpNDKQ.fna	28632931	1786589965	
db_v2/library/added/Jce9f7_ua8.fna	24068375	1786590241	
db_v2/library/added/JehKTFLHTa.fna	26255751	1786589794	
db_v2/library/added/JmK7oqZh9y.fna	19930420	1786589731	
db_v2/library/added/JuanOp1eeV.fna	22744074	1786590361	
db_v2/library/added/JvIEzkublJ.fna	20939461	1786589764	
db_v2/library/added/Jz72Rf96CP.fna	19301152	1786590862	
db_v2/library/added/KB6vNlQc2r.fna	20008244	1786589812	
db_v2/library/added/KFDksIhdmL.fna	19175604	1786590389	
db_v2/library/added/KIBYCuFRmM.fna	19502529	1786589734	
db_v2/library/added/KLhpAhiNs7.fna	25152988	1786590523	
db_v2/library/added/KOGCODA3S5.fna	30833663	1786590842	
db_v2/library/added/KUCSn2aJi2.fna	33022759	1786590875	
db_v2/library/added/KV0ZO3_miD.fna	25997955	1786589704	
db_v2/library/added/KVWoXxHtdq.fna	24184638	1786590382	
db_v2/library/added/KYxGy1xTYg.fna	19848993	1786590384	
db_v2/library/added/KqQl0k8x9j.fna	20943693	1786590792	
db_v2/library/added/KyUE77YdE7.fna	39154150	1786590470	
db_v2/library/added/L34GC5pckZ.fna	24084206	1786589901	
db_v2/library/added/L6FIkE8RYI.fna	24515041	1786590410	
db_v2/library/added/LFxoEXUglA.fna	30340537	1786590553	
db_v2/library/added/LKWK0t9aFE.fna	22263844	1786590442	
db_v2/library/added/LMLT5zONof.fna	19722188	1786589849	
db_v2/library/added/LMrwUMpSUh.fna	37918537	1786590453	
db_v2/library/added/LOM3aw91vz.fna	21087677	1786590592	
db_v2/library/added/LchwrJUGbf.fna	23251020	1786590425	
db_v2/library/added/LnsXCe85zZ.fna	19451818	1786590246	
db_v2/library/added/Lr1TzqbHAR.fna	15446169	1786590848	
db_v2/library/added/LvWw2iAMZ2.fna	19239875	1786590385	
db_v2/library/added/LxdR5Fef29.fna	13707014	1786590594	
db_v2/library/added/MJg4L4eD58.fna	23168187	1786590402	
db_v2/library/added/MUy9WWSCjh.fna	24128630	1786590013	
db_v2/library/added/MXKiga7Wtp.fna	27514252	1786589716	
db_v2/library/added/MZwAWjREyT.fna	29895025	1786590301	
db_v2/library/added/MnaXdsCBoX.fna	27882993	1786590102	
db_v2/library/added/MzBzvLD5IO.fna	20278222	1786590748	
db_v2/library/added/N2XEdM6CVp.fna	21515910	1786590259	
db_v2/library/added/N7_cPDDch0.fna	21118100	1786589961	
db_v2/library/added/N9fvW6nWsK.fna	17985774	1786589784	
db_v2/library/added/NOQR1gFB20.fna	25536659	1786590338	
db_v2/library/added/NP09YvRcS5.fna	19151269	1786590861	
db_v2/library/added/NWtQPeRbXI.fna	22588190	1786590124	
db_v2/library/added/O6HOFliHjX.fna	26854450	1786590064	
db_v2/library/added/OH_NBlEwCu.fna	41318416	1786590886	
db_v2/library/added/OJWmpvO9Ko.fna	22057935	1786590432	
db_v2/library/added/OLP8IILnmQ.fna	25923826	1786589914	
db_v2/library/added/ORsEQHh1Tv.fna	26024821	1786589845	
db_v2/library/added/OcB46Ie6bv.fna	24138175	1786589840	
db_v2/library/added/Odk4xSuQFb.fna	35835454	1786590959	
db_v2/library/added/OqdHibA2GO.fna	19572953	1786589738	
db_v2/library/added/OuTbmnCkIC.fna	26378187	1786590288	
db_v2/library/added/OuzV5OcehZ.fna	12765637	1786590353	
db_v2/library/added/OxfzwrLD5b.fna	19842695	1786590639	
db_v2/library/added/PAgxmDQDZn.fna	21450879	1786590786	
db_v2/library/added/PGX6EV37xc.fna	20600505	1786590746	
db_v2/library/added/PIBz6xqdrE.fna	20333558	1786590750	
db_v2/library/added/PPz6S8zJqy.fna	20847620	1786589808	
db_v2/library/added/PRYTfoHIRu.fna	16280064	1786590821	
db_v2/library/added/PVMgvx8GZZ.fna	25384297	1786589979	
db_v2/library/added/QUbEgPYnlu.fna	20382829	1786590736	
db_v2/library/added/QUbc1u3mix.fna	18671986	1786590777	
db_v2/library/added/QfsZuwCEWT.fna	21905011	1786590379	
db_v2/library/added/QlZhnD2bk6.fna	24852565	1786590405	
db_v2/library/added/QtHg7kT3I7.fna	19078808	1786590780	
db_v2/library/added/QyD5wkaTkM.fna	14052908	1786590799	
db_v2/library/added/R233m5zRWg.fna	16543092	1786589933	
db_v2/library/added/R6de5rvtHt.fna	26313697	1786590499	
db_v2/library/added/R9aPJi1Lbg.fna	17358638	1786590214	
db_v2/library/added/RM5DKy6YUL.fna	16622973	1786590892	
db_v2/library/added/RRMswd1SBq.fna	15361259	1786590854	
db_v2/library/added/RRwsgE4sNW.fna	31119160	1786590828	
db_v2/library/added/R_pzzPwNfP.fna	19631461	1786590141	
db_v2/library/added/Rh8Ido6xKT.fna	20276011	1786590752	
db_v2/library/added/RhTHZDd1X9.fna	25315516	1786589929	
db_v2/library/added/RhzQuj8DGQ.fna	16553745	1786590822	
db_v2/library/added/Rv_0LDXTy3.fna	18834341	1786590894	
db_v2/library/added/S2D94zyt0R.fna	20641063	1786590647	
db_v2/library/added/S3ByhkSJLc.fna	17853358	1786590815	
db_v2/library/added/S7K8Vw64ka.fna	16869151	1786590586	
db_v2/library/added/SEnHR21U3P.fna	23039305	1786589860	
db_v2/library/added/SFcStFS2Kb.fna	19472307	1786589758	
db_v2/library/added/SMMclwtx8P.fna	40001690	1786590493	
db_v2/library/added/SPhJgi78NN.fna	19686570	1786590209	
db_v2/library/added/SWGyAhVyee.fna	19858952	1786590170	
db_v2/library/added/SbXn9h8m9U.fna	13447842	1786590781	
db_v2/library/added/SpBuFDQiRn.fna	20450888	1786590203	
db_v2/library/added/SrMyUYNChM.fna	25265762	1786590005	
db_v2/library/added/SuA5lFhvo6.fna	18098759	1786590349	
db_v2/library/added/TCDPovpUaN.fna	19350251	1786590393	
db_v2/library/added/TMR1NIgUZy.fna	30653210	1786590838	
db_v2/library/added/TRqEncZkoN.fna	31892809	1786590990	
db_v2/library/added/TUcVAbHlIH.fna	23869750	1786590061	
db_v2/library/added/TpQjU9kE3U.fna	21264335	1786590789	
db_v2/library/added/TxgsdEM062.fna	28564294	1786590695	
db_v2/library/added/UERhNGSdN5.fna	13911936	1786590112	
db_v2/library/added/UIMbOGgB2B.fna	22667239	1786590511	
db_v2/library/added/UKb3ekgvo1.fna	21424770	1786589875	
db_v2/library/added/ULlLfSM7dS.fna	21327766	1786590155	
db_v2/library/added/UNJnYDETT1.fna	18505236	1786590704	
db_v2/library/added/UPl3QzBJTm.fna	15413712	1786590853	
db_v2/library/added/UUyBX3vm6p.fna	21512097	1786590197	
db_v2/library/added/UdCw9H54nC.fna	25889213	1786590526	
db_v2/library/added/UqPiWDZ732.fna	23699735	1786590148	
db_v2/library/added/UsSn6lSmcR.fna	21991229	1786590159	
db_v2/library/added/UwdWUf87CP.fna	22403491	1786590257	
db_v2/library/added/V0dNfarKRC.fna	22343458	1786590369	
db_v2/library/added/VSFz1Nl56W.fna	13689430	1786590790	
db_v2/library/added/VWjS8MJNXZ.fna	42729115	1786591005	
db_v2/library/added/VXPtq0YWY9.fna	18440081	1786590864	
db_v2/library/added/VmrQlz0iTT.fna	18670442	1786590139	
db_v2/library/added/W3LOu37Tfd.fna	21717464	1786590152	
db_v2/library/added/WDr6fEe2Xk.fna	22047283	1786590574	
db_v2/library/added/WXMnriKH0F.fna	17925284	1786590760	
db_v2/library/added/WZ5NwSQCja.fna	34098308	1786590986	
db_v2/library/added/X4ASXVBN5H.fna	19608756	1786590355	
db_v2/library/added/XCary5Dww1.fna	25736583	1786589857	
db_v2/library/added/XE0gLLhA_5.fna	31804307	1786590475	
db_v2/library/added/XK_Zn9xMfy.fna	25058199	1786590532	
db_v2/library/added/XKwIWfOAvI.fna	23259663	1786589904	
db_v2/library/added/XeT0d16ckg.fna	30134901	1786589788	
db_v2/library/added/Y1Lfmu_jNr.fna	26674964	1786590374	
db_v2/library/added/Y7fpv5BqeB.fna	21409500	1786589882	
db_v2/library/added/Y9DR7QcZBO.fna	21040015	1786590645	
db_v2/library/added/YDDrKrD9vM.fna	20319583	1786590050	
db_v2/library/added/YUl23pCzyF.fna	21391028	1786590765	
db_v2/library/added/Ywpy05iUTs.fna	20953598	1786590098	
db_v2/library/added/ZACDnBIuAH.fna	26212171	1786589941	
db_v2/library/added/Z_VsJW1o78.fna	15075350	1786590585	
db_v2/library/added/ZeNffhHUGP.fna	25619108	1786590341	
db_v2/library/added/Zr_rgDsfEY.fna	26660841	1786590285	
db_v2/library/added/Zskbx2fo0g.fna	24562294	1786590036	
db_v2/library/added/ZtSdG4juz1.fna	21880493	1786589718	
db_v2/library/added/_1KfMER_q8.fna	15819527	1786590626	
db_v2/library/added/_1kOjmLyfe.fna	19725407	1786590642	
db_v2/library/added/_9LLvcIgk8.fna	25536239	1786590332	
db_v2/library/added/_DQnXxnxhm.fna	22994025	1786590366	
db_v2/library/added/_HKjoX00Oc.fna	24347194	1786589821	
db_v2/library/added/_I7tjNNO6F.fna	29207085	1786589819	
db_v2/library/added/_KMchnt3EM.fna	20733770	1786590703	
db_v2/library/added/_Oz_g1m6Dx.fna	20151147	1786590345	
db_v2/library/added/_PtfGAxwRV.fna	32930086	1786590833	
db_v2/library/added/__kHxcBMCQ.fna	23762054	1786590769	
db_v2/library/added/_tQtt6O9j2.fna	25450425	1786590869	
db_v2/library/added/_vLdinyfI7.fna	26431828	1786590666	
db_v2/library/added/a1wzu_lFZ9.fna	19574203	1786590311	
db_v2/library/added/a4eWEc9AQn.fna	18641188	1786590726	
db_v2/library/added/a66Kq1R7hZ.fna	19395605	1786590181	
db_v2/library/added/a7fZGD0OaL.fna	24243827	1786590615	
db_v2/library/added/aNMDMn169n.fna	23409212	1786590635	
db_v2/library/added/aV_tL1m3qX.fna	20515971	1786589760	
db_v2/library/added/aVzO4Od_vB.fna	25585275	1786590517	
db_v2/library/added/ab8nN0EHtO.fna	20445332	1786590588	
db_v2/library/added/afjMRurGuG.fna	20935279	1786589742	
db_v2/library/added/alRmzxD8Xo.fna	20092342	1786590812	
db_v2/library/added/alYRjShp6V.fna	34999145	1786590891	
db_v2/library/added/au04ouCXDS.fna	29187579	1786590017	
db_v2/library/added/avQ5s4_S1q.fna	27881683	1786590026	
db_v2/library/added/b0BfhTU4UH.fna	19712369	1786590731	
db_v2/library/added/bDVdzhVlUD.fna	14619034	1786590628	
db_v2/library/added/bDkRM1vNBu.fna	20141566	1786589774	
db_v2/library/added/bKU7QXV6ry.fna	24122866	1786590343	
db_v2/library/added/bTQp2JFe0b.fna	11725163	1786590225	
db_v2/library/added/bh7IDz1LKK.fna	19647681	1786590871	
db_v2/library/added/bmamA5IVRm.fna	20193952	1786589766	
db_v2/library/added/bppszuXdmG.fna	22986461	1786590444	
db_v2/library/added/cAEL_5E3Qn.fna	23316379	1786590447	
db_v2/library/added/cQAXsxgT3w.fna	26328880	1786590048	
db_v2/library/added/cTTtBRoHCB.fna	15475781	1786590847	
db_v2/library/added/cUQSFiLsnH.fna	24748728	1786589824	
db_v2/library/added/cYm_nJQ3ox.fna	20117878	1786590205	
db_v2/library/added/cb7ieGMe4Z.fna	18954886	1786590728	
db_v2/library/added/ceQJJLyNPw.fna	22620058	1786590569	
db_v2/library/added/cfBvlNwd9K.fna	19642313	1786590185	
db_v2/library/added/ckDTvjzEGr.fna	19943652	1786589768	
db_v2/library/added/d1zY2Niiq4.fna	22447097	1786590371	
db_v2/library/added/dUvGvUpeSc.fna	19257417	1786590143	
db_v2/library/added/dVWXQBH8_t.fna	19805088	1786589740	
db_v2/library/added/dW3MSSVqSz.fna	17986918	1786590771	
db_v2/library/added/dnCTlQjmjy.fna	20437861	1786590119	
db_v2/library/added/dpGioj5jOM.fna	20862648	1786590251	
db_v2/library/added/dqygURSM6b.fna	18898264	1786589770	
db_v2/library/added/dxQTX1hgok.fna	22211145	1786590129	
db_v2/library/added/eGOzrFvRHj.fna	27182654	1786589959	
db_v2/library/added/eGiO1TOKvs.fna	21221038	1786589884	
db_v2/library/added/eVDmxhz0XC.fna	18619559	1786590352	
db_v2/library/added/eY4NyvoaHC.fna	22736025	1786589911	
db_v2/library/added/efVitHh1xu.fna	17177240	1786590350	
db_v2/library/added/egVztIRqXR.fna	11198395	1786590227	
db_v2/library/added/emaQ1pkJbJ.fna	20793833	1786589772	
db_v2/library/added/eqZCk5g83H.fna	16609927	1786590113	
db_v2/library/added/ergOs9nli4.fna	19720656	1786590175	
db_v2/library/added/esPiHpr72R.fna	23425861	1786590145	
db_v2/library/added/ettwefgBt3.fna	22198288	1786590668	
db_v2/library/added/ezxOyfGjIg.fna	23070321	1786590150	
db_v2/library/added/fgYOIXPhvH.fna	35490423	1786590969	
db_v2/library/added/fghqRbUTQZ.fna	27254772	1786590055	
db_v2/library/added/fnDSGqvsig.fna	21210464	1786590742	
db_v2/library/added/fp_iuF5kof.fna	22167622	1786590231	
db_v2/library/added/fvQGRlxLr1.fna	21625733	1786589866	
db_v2/library/added/gCi7j5Hn3f.fna	20202916	1786589706	
db_v2/library/added/gNHFUiw7BD.fna	32034643	1786590479	
db_v2/library/added/gNtsMAHHLB.fna	19173632	1786590248	
db_v2/library/added/gcH6jjrO9h.fna	25533275	1786589968	
db_v2/library/added/gdfN4M3eX2.fna	28656245	1786589950	
db_v2/library/added/gftVm5uDOF.fna	39299400	1786591041	
db_v2/library/added/guHKwiBMzo.fna	21587470	1786589754	
db_v2/library/added/hHZWjh0ddw.fna	27202360	1786589999	
db_v2/library/added/hLlffJby1H.fna	23287316	1786590677	
db_v2/library/added/hRbM0uieb3.fna	24706211	1786590633	
db_v2/library/added/hS8F2tJbdz.fna	20046984	1786590309	
db_v2/library/added/huK5qsU3UT.fna	19781070	1786590536	
db_v2/library/added/i6nZPrnFzd.fna	21662857	1786589871	
db_v2/library/added/iAvLPmwTWa.fna	14176848	1786590627	
db_v2/library/added/iFbqeq_Q6T.fna	18677371	1786590710	
db_v2/library/added/iGOT0kOnOw.fna	27471658	1786590509	
db_v2/library/added/iKTlagTy7_.fna	23446989	1786589800	
db_v2/library/added/iKz2FQykD3.fna	26951262	1786589777	
db_v2/library/added/iZ9ktrB__Y.fna	15242140	1786590033	
db_v2/library/added/ialEqGVRcr.fna	22866247	1786589888	
db_v2/library/added/ievjUE6F_w.fna	24485182	1786590596	
db_v2/library/added/iogL8KtdV4.fna	27264831	1786589989	
db_v2/library/added/ipTVANiyvL.fna	21416112	1786590437	
db_v2/library/added/j7CvhmqB4E.fna	27289245	1786590912	
db_v2/library/added/jI1spD8bq1.fna	26529684	1786590514	
db_v2/library/added/jI3SGwywKD.fna	24306099	1786590602	
db_v2/library/added/jNIk8O19Nj.fna	27386327	1786590008	
db_v2/library/added/jPNeEAI7Uf.fna	13737599	1786590800	
db_v2/library/added/jPSmtLrObX.fna	17438126	1786590820	
db_v2/library/added/jTTBPqsgAX.fna	19256185	1786590357	
db_v2/library/added/jiZ3WwJISW.fna	21008963	1786590580	
db_v2/library/added/jjafgAgPYo.fna	37476802	1786590975	
db_v2/library/added/jsCJ7H80tk.fna	28860846	1786589918	
db_v2/library/added/jw9pMq1pm7.fna	19317213	1786590211	
db_v2/library/added/jzXMcURkrS.fna	20912796	1786590562	
db_v2/library/added/k3_NeF1AA8.fna	25151311	1786590455	
db_v2/library/added/k7YxdFXeaO.fna	10482092	1786590593	
db_v2/library/added/kCFxmxM9fc.fna	28522855	1786590687	
db_v2/library/added/kaBSFWjdV0.fna	18391128	1786590347	
db_v2/library/added/kccQz7_NpW.fna	22658549	1786590164	
db_v2/library/added/kdvwrHmkrk.fna	24730838	1786590610	
db_v2/library/added/krtRWSEqU3.fna	20729909	1786590430	
db_v2/library/added/l4DnUBNCUK.fna	19366954	1786590117	
db_v2/library/added/lVRPD7jmqV.fna	22195195	1786590229	
db_v2/library/added/lWwyjLxplV.fna	20716623	1786590583	
db_v2/library/added/lezGFcSMXN.fna	21261104	1786590157	
db_v2/library/added/llX5Al2dEC.fna	21793052	1786589879	
db_v2/library/added/lsaStZ6sm0.fna	25321742	1786590417	
db_v2/library/added/lxyanyZAxU.fna	19515478	1786590237	
db_v2/library/added/lzVYE1fSJH.fna	18948516	1786590712	
db_v2/library/added/m1nVIYkOcf.fna	15814019	1786590807	
db_v2/library/added/m4DdH0FZQS.fna	25458797	1786590067	
db_v2/library/added/mF1TqaNUdi.fna	25946167	1786590506	
