target_id	length	eff_length	est_counts	tpm
XM_003307594.2	522	323	0	0
XM_003307596.2	1359	1160	4	63.9452
XM_003307597.2	423	224	2	165.572
XM_003307598.2	935	736	1	25.1958
XM_003307599.2	2942	2743	4	27.0421
XM_003307601.2	2143	1944	0	0
XM_003307602.2	1584	1385	7	93.7247
XM_003307603.2	1472	1273	16	233.076
XM_003307606.1	1254	1055	0	0
XM_003307607.1	1272	1073	1	17.2825
XM_003307609.2	1763	1564	1	11.8568
XM_003307610.2	2022	1823	1	10.1723
XM_003307611.2	1322	1123	0	0
XM_003307612.2	1559	1360	0	0
XM_003307613.2	1649	1450	0	0
XM_003307614.2	782	583	0	0
XM_003307615.2	1236	1037	3	53.6474
XM_003307616.2	1610	1411	4	52.5701
XM_003307617.2	3075	2876	0	0
XM_003307618.2	743	544	0	0
XM_003307619.2	1484	1285	0	0
XM_003307620.2	1419	1220	7	106.401
XM_003307621.1	555	356	0	0
XM_003307627.2	2628	2429	0	0
XM_003307628.2	1690	1491	24	298.497
XM_003307630.2	449	250	0	0
XM_003307631.2	1233	1034	8	143.475
XM_003307632.2	408	209	2	177.456
XM_003307635.2	2259	2060	7	63.014
XM_003307639.2	929	730	0	0
XM_003307640.2	1104	905	9	184.417
XM_003307641.2	1016	817	0	0
XM_003307642.2	1578	1379	1	13.4475
XM_003307643.2	1037	838	0	0
XM_003307644.2	1869	1670	1	11.1043
XM_003307645.2	2172	1973	2	18.7979
XM_003307646.1	1230	1031	0	0
XM_003307647.1	432	233	0	0
XM_003307648.2	1467	1268	0	0
XM_003307650.2	1982	1783	0	0
XM_003307651.2	1798	1599	2	23.1946
XM_003307652.2	1076	877	1	21.1449
XM_003307653.1	381	182	0	0
XM_003307656.2	968	769	0	0
XM_003307657.2	3209	3010	3	18.4825
XM_003307658.2	2897	2698	47	323.044
XM_003307660.2	3321	3122	2	11.8796
XM_003307662.2	2051	1852	1	10.013
XM_003307664.2	8152	7953	11	25.6488
XM_003307665.2	2089	1890	2	19.6234
XM_003307666.2	1230	1031	0	0
XM_003307667.2	2316	2117	4	35.0385
XM_003307668.2	829	630	0	0
XM_003307670.2	1342	1143	0	0
XM_003307671.2	1806	1607	16	184.633
XM_003307672.2	1035	836	8	177.456
XM_003307675.1	936	737	0	0
XM_003307681.2	1754	1555	2	23.8509
XM_003307682.2	1889	1690	2	21.9457
XM_003307683.1	1785	1586	0	0
XM_003307684.2	1077	878	0	0
XM_003307685.2	1586	1387	5	66.8497
XM_003307691.2	700	501	2	74.0284
XM_003307692.2	1477	1278	2	29.0205
XM_003307696.2	2235	2036	0	0
XM_003307697.1	303	104	0	0
XM_003307698.1	1392	1193	0	0
XM_003307700.1	822	623	0	0
XM_003307701.2	1332	1133	0	0
XM_003307703.1	243	44.7603	0	0
XM_003307706.1	1302	1103	0	0
XM_003307708.1	630	431	0	0
XM_003307713.2	1125	926	0	0
XM_003307715.2	432	233	9	716.296
XM_003307716.2	1839	1640	3	33.9222
XM_003307717.2	700	501	0	0
XM_003307718.2	1824	1625	0	0
XM_003307720.2	3618	3419	0	0
XM_003307721.2	914	715	2	51.8716
XM_003307722.2	2250	2051	0	0
XM_003307724.2	652	453	0	0
XM_003307725.1	594	395	0	0
XM_003307726.2	756	557	0	0
XM_003307727.2	3474	3275	11	62.2856
XM_003307728.2	6884	6685	0	0
XM_003307729.2	725	526	0	0
XM_003307731.2	2587	2388	6	46.5932
XM_003307732.2	1378	1179	7	110.101
XM_003307733.2	850	651	0	0
XM_003307734.2	1483	1284	4	57.7698
XM_003307735.2	1989	1790	1	10.3598
XM_003307736.2	1368	1169	0	0
XM_003307737.1	522	323	0	0
XM_003307740.2	870	671	0	0
XM_003307741.1	351	152	0	0
XM_003307742.2	291	92.0002	0	0
XM_003307743.2	5148	4949	0	0
XM_003307744.2	942	743	0	0
XM_003307745.2	298	99	0	0
XM_003319159.1	819	620	0	0
XM_003319163.1	945	746	0	0
XM_003319164.1	663	464	0	0
XM_003319170.2	1594	1395	3	39.8798
XM_003319171.2	451	252	0	0
XM_003319175.2	840	641	0	0
XM_003319176.1	1305	1106	0	0
XM_003319178.1	429	230	0	0
XM_003319179.2	2847	2648	18	126.055
XM_003319180.2	1826	1627	2	22.7955
XM_003319183.2	399	200	0	0
XM_003319184.1	1056	857	0	0
XM_003319186.2	1541	1342	7	96.7279
XM_003319188.2	2238	2039	0	0
XM_003319189.2	288	89.0004	0	0
XM_003319190.1	522	323	0	0
XM_003319191.2	1861	1662	7	78.104
XM_003319192.2	842	643	0	0
XM_003319193.2	3785	3586	0	0
XM_003319194.1	345	146	0	0
XM_003319195.2	738	539	0	0
XM_003319196.2	785	586	0	0
XM_003319197.2	1453	1254	2	29.5759
XM_003319198.2	1111	912	13	264.335
XM_003319199.2	486	287	0	0
XM_003319200.2	1680	1481	1	12.5213
XM_003319201.1	309	110	0	0
XM_003319202.2	841	642	45	1299.82
XM_003319205.2	1667	1468	1	12.6322
XM_003319206.2	1380	1181	0	0
XM_003319209.2	354	155	0	0
XM_003319211.2	5940	5741	0.117709	0.380216
XM_003319212.2	1808	1609	3	34.5757
XM_003319213.1	723	524	0	0
XM_003319214.2	756	557	0	0
XM_003319216.2	655	456	0	0
XM_003319218.1	1074	875	0	0
XM_003319219.1	1734	1535	0	0
XM_003319222.2	1109	910	1	20.3781
XM_003319223.2	2244	2045	0	0
XM_003319225.2	885	686	0	0
XM_003319226.2	808	609	0	0
XM_003319227.2	985	786	4	94.3721
XM_003319228.2	563	364	0	0
XM_003319230.2	283	84.0013	0	0
XM_003319232.1	1332	1133	0	0
XM_003319233.2	5112	4913	5	18.8725
XM_003319234.2	2873	2674	0	0
XM_003319236.2	1434	1235	0	0
XM_003319237.1	597	398	0	0
XM_003319238.2	2768	2569	0	0
XM_003319239.2	978	779	0	0
XM_003319240.2	429	230	0	0
XM_003319250.1	645	446	0	0
XM_003319252.2	366	167	0	0
XM_003319253.2	9250	9051	0	0
XM_003319255.2	1233	1034	0	0
XM_003319256.1	870	671	0	0
XM_003319259.2	252	53.2554	0	0
XM_003319260.2	603	404	0	0
XM_003319262.1	1062	863	0	0
XM_003319263.2	4806	4607	3	12.0756
XM_003319264.2	691	492	0	0
XM_003319265.2	1051	852	7	152.358
XM_003319267.2	1658	1459	0	0
XM_003319268.2	3782	3583	1	5.17558
XM_003319269.2	2543	2344	3	23.7339
XM_003319271.2	630	431	5	215.129
XM_003319273.1	1284	1085	0	0
XM_003319274.2	1718	1519	2	24.4162
XM_003319277.2	852	653	0	0
XM_003319278.2	2012	1813	8	81.8273
XM_003319280.2	1731	1532	1	12.1045
XM_003319281.2	751	552	0	0
XM_003319282.2	1872	1673	5	55.4217
XM_003319284.1	459	260	0	0
XM_003319287.1	138	6.07083	0	0
XM_003319291.2	732	533	41	1426.47
XM_003319292.2	2392	2193	7	59.1923
XM_003319299.2	516	317	0	0
XM_003319300.1	798	599	0	0
XM_003319303.2	390	191	0	0
XM_003319310.1	528	329	0	0
XM_003319311.2	1428	1229	0	0
XM_003319316.1	507	308	0	0
XM_003319318.1	876	677	0	0
XM_003319319.1	306	107	0	0
XM_003319320.2	2707	2508	2	14.788
XM_003319321.2	705	506	5	183.242
XM_003319322.1	2157	1958	0	0
XM_003319323.2	1399	1200	1	15.4534
XM_003319324.2	1088	889	0	0
XM_003319328.1	1479	1280	0	0
XM_003319329.1	2520	2321	0	0
XM_003319331.2	1511	1312	1	14.1342
XM_003319333.2	1182	983	1	18.8648
XM_003319334.2	1656	1457	0	0
XM_003319335.2	2674	2475	234	1753.26
XM_003319338.2	1179	980	0	0
XM_003319339.2	1261	1062	0	0
XM_003319344.2	2112	1913	0	0
XM_003319346.2	1239	1040	0	0
XM_003319349.2	2217	2018	5	45.9468
XM_003319350.2	992	793	2.82206	65.9933
XM_003319352.1	882	683	0	0
XM_003319353.2	381	182	0	0
XM_003319357.1	345	146	0	0
XM_003319358.2	1215	1016	1	18.2521
XM_003319361.2	784	585	0	0
XM_003319364.1	1608	1409	0	0
XM_003319365.2	3123	2924	3	19.0261
XM_003319368.2	4258	4059	5	22.8432
XM_003319372.2	1134	935	1	19.8333
XM_003319374.1	519	320	0	0
XM_003319375.2	1035	836	0	0
XM_003319376.2	312	113	0	0
XM_003319378.2	2444	2245	1	8.26018
XM_003319379.2	918	719	0	0
XM_003319380.2	426	227	0	0
XM_003319381.2	859	660	1	28.0971
XM_003319382.1	531	332	0	0
XM_003319384.2	444	245	0	0
XM_003319386.2	1464	1265	0	0
XM_003319389.2	2433	2234	0	0
XM_003319390.2	1215	1016	3	54.7562
XM_003319392.2	768	569	0	0
XM_003319393.2	984	785	1	23.6231
XM_003319394.2	966	767	0	0
XM_003319395.2	1256	1057	0	0
XM_003319396.2	1462	1263	4	58.7304
XM_003319397.2	3847	3648	0	0
XM_003319404.2	3060	2861	2	12.9634
XM_003319405.2	638	439	4	168.967
XM_003319408.2	2020	1821	1	10.1835
XM_003319409.2	2424	2225	0	0
XM_003319411.2	4262	4063	20	91.2829
XM_003319412.2	1518	1319	0	0
XM_003319415.2	978	779	0	0
XM_003319418.2	1431	1232	0	0
XM_003319419.2	606	407	0	0
XM_003319420.1	3990	3791	0	0
XM_003319421.2	3057	2858	21	136.258
XM_003319422.1	432	233	0	0
XM_003319423.2	1732	1533	6	72.5797
XM_003319424.1	3396	3197	0	0
XM_003319425.1	552	353	0	0
XM_003319426.1	498	299	0	0
XM_003319431.2	2665	2466	0	0
XM_003319432.2	2940	2741	1	6.76545
XM_003319435.1	444	245	0	0
XM_003319436.2	273	74.0093	0	0
XM_003319437.2	399	200	0	0
XM_003319442.2	1187	988	0	0
XM_003319444.1	999	800	0	0
XM_003319445.1	1362	1163	0	0
XM_003319446.2	3421	3222	5	28.7773
XM_003319447.2	822	623	21	625.082
XM_003319448.2	1902	1703	0	0
XM_003319451.2	990	791	1	23.4439
XM_003319453.2	1866	1667	0	0
XM_003319454.2	2178	1979	6	56.2227
XM_003319455.2	1601	1402	3	39.6807
XM_003319456.2	423	224	0	0
XM_003319457.2	258	59.1108	0	0
XM_003319458.2	2550	2351	3	23.6633
XM_003319459.2	2600	2401	3	23.1705
XM_003319462.1	165	8.64817	0	0
XM_003319464.2	2012	1813	0	0
XM_003319466.2	1805	1606	1	11.5468
XM_003319467.2	1738	1539	3	36.1484
XM_003319468.2	2628	2429	0	0
XM_003319469.2	705	506	0	0
XM_003319470.2	1683	1484	0	0
XM_003319471.2	2375	2176	0	0
XM_003319472.2	793	594	0	0
XM_003319474.2	342	143	0	0
XM_003319475.1	516	317	0	0
XM_003319476.2	432	233	0	0
XM_003319477.2	2272	2073	51	456.223
XM_003319478.2	2591	2392	0	0
XM_003319480.2	327	128	0	0
XM_003319481.2	342	143	0	0
XM_003319483.2	450	251	0	0
XM_003319484.2	816	617	0	0
XM_003319485.2	1193	994	0	0
XM_003319486.2	2388	2189	0	0
XM_003319489.2	1344	1145	0	0
XM_003319494.2	1828	1629	0	0
XM_003319495.2	723	524	0	0
XM_003319496.2	1227	1028	11	198.429
XM_003319497.2	1265	1066	2	34.792
XM_003319498.2	967	768	2	48.292
XM_003319499.1	426	227	0	0
XM_003319500.1	318	119	0	0
XM_003319501.2	2086	1887	1	9.8273
XM_003319504.2	1281	1082	0	0
XM_003319508.2	966	767	0	0
XM_003319509.1	1125	926	0	0
XM_003319513.2	285	86.0009	0	0
XM_003319514.2	528	329	0	0
XM_003319516.1	315	116	0	0
XM_003319517.2	1718	1519	3	36.6243
XM_003319518.1	819	620	0	0
XM_003319519.2	150	7.01018	0	0
XM_003319521.1	717	518	0	0
XM_003319522.2	1762	1563	0	0
XM_003319523.2	1104	905	1	20.4907
XM_003319524.2	1116	917	0	0
XM_003319526.1	696	497	1	37.3121
XM_003319527.2	1611	1412	0	0
XM_003319528.2	876	677	0	0
XM_003319529.2	984	785	1	23.6231
XM_003319533.2	812	613	10	302.514
XM_003319534.2	494	295	1	62.8614
XM_003319537.1	1062	863	0	0
XM_003319538.2	1125	926	0	0
XM_003319539.2	3481	3282	2	11.3005
XM_003319540.2	982	783	0	0
XM_003319542.2	1713	1514	4	48.9937
XM_003319546.2	1852	1653	0	0
XM_003319547.2	2282	2083	0	0
