taxid	organism_name	kingdom	source	accession	assembly_level	release_date	has_annotation	country	protein_coding_genes	scaffold_n50_kb	total_length_mb	fasta_type	busco_lineage	selection_rank	selection_reason
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057673975.1	Scaffold	2026-05-21	True	Netherlands	15984	891	50.4	cds	ascomycota_odb10	1	best_quality
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057673805.1	Scaffold	2026-05-21	True	Netherlands	16075	755	50.6	cds	ascomycota_odb10	2	quality_fill
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057673865.1	Scaffold	2026-05-21	True	Netherlands	16415	803	49.5	cds	ascomycota_odb10	3	quality_fill
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057673905.1	Scaffold	2026-05-21	True	Netherlands	16287	758	49.5	cds	ascomycota_odb10	4	quality_fill
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057673925.1	Scaffold	2026-05-21	True	Netherlands	15753	651	49.1	cds	ascomycota_odb10	5	quality_fill
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057673945.1	Scaffold	2026-05-21	True	Netherlands	16273	398	49.0	cds	ascomycota_odb10	6	quality_fill
3469077	[Neocosmospora] sp. B6999-4	fungal	genus_fill	GCA_057674065.1	Scaffold	2026-05-21	True	Netherlands	16364	758	49.4	cds	ascomycota_odb10	7	quality_fill
3469078	[Neocosmospora] sp. B6999-5	fungal	genus_fill	GCA_057673785.1	Scaffold	2026-05-21	True	Netherlands	15908	555	48.7	cds	ascomycota_odb10	1	best_quality
156630	Alternaria arborescens	fungal	genus_fill	GCF_004154835.1	Scaffold	2019-02-11	True		12885	863	33.9	cds	ascomycota_odb10	1	best_quality
156630	Alternaria arborescens	fungal	genus_fill	GCA_004154815.1	Scaffold	2019-02-11	True		12809	528	33.8	cds	ascomycota_odb10	2	quality_fill
156630	Alternaria arborescens	fungal	genus_fill	GCA_004154835.1	Scaffold	2019-02-11	True		12886	863	33.9	cds	ascomycota_odb10	3	quality_fill
156630	Alternaria arborescens	fungal	genus_fill	GCA_004155955.1	Scaffold	2019-02-11	True		12757	685	33.8	cds	ascomycota_odb10	4	quality_fill
232088	Alternaria arbusti	fungal	genus_fill	GCF_024043155.1	Scaffold	2022-06-29	True	USA	11721	1678	34.0	cds	ascomycota_odb10	1	best_quality
232088	Alternaria arbusti	fungal	genus_fill	GCA_024043155.1	Scaffold	2022-06-29	True	USA	11721	1678	34.0	cds	ascomycota_odb10	2	quality_fill
119953	Alternaria atra	fungal	genus_fill	GCF_907166805.1	Scaffold	2021-05-15	True	Chile	12172	3893	39.6	cds	ascomycota_odb10	1	best_quality
119953	Alternaria atra	fungal	genus_fill	GCA_907166805.1	Scaffold	2021-05-15	True	Chile	12173	3893	39.6	cds	ascomycota_odb10	2	quality_fill
1187904	Alternaria burnsii	fungal	genus_fill	GCF_013036055.1	Scaffold	2020-05-11	True	India	11314	1806	33.0	cds	ascomycota_odb10	1	best_quality
1187904	Alternaria burnsii	fungal	genus_fill	GCA_951284595.1	Scaffold	2023-05-27	True	India	12437	832	33.3	cds	ascomycota_odb10	2	quality_fill
1187904	Alternaria burnsii	fungal	genus_fill	GCA_013036055.1	Scaffold	2020-05-11	True	India	11314	1806	33.0	cds	ascomycota_odb10	3	quality_fill
181017	Alternaria conjuncta	fungal	genus_fill	GCF_024043145.1	Scaffold	2022-06-29	True	Switzerland	11648	1897	36.1	cds	ascomycota_odb10	1	best_quality
181017	Alternaria conjuncta	fungal	genus_fill	GCA_024043145.1	Scaffold	2022-06-29	True	Switzerland	11648	1897	36.1	cds	ascomycota_odb10	2	quality_fill
48095	Alternaria dauci	fungal	genus_fill	GCF_042100115.1	Complete Genome	2024-09-24	True	China	10026	3442	34.9	cds	ascomycota_odb10	1	best_quality
48095	Alternaria dauci	fungal	genus_fill	GCA_042100115.1	Complete Genome	2024-09-24	True	China	10026	3442	34.9	cds	ascomycota_odb10	2	quality_fill
181014	Alternaria ethzedia	fungal	genus_fill	GCF_023757985.1	Scaffold	2022-06-17	True	Switzerland	10985	864	36.0	cds	ascomycota_odb10	1	best_quality
181014	Alternaria ethzedia	fungal	genus_fill	GCA_023757985.1	Scaffold	2022-06-17	True	Switzerland	10985	864	36.0	cds	ascomycota_odb10	2	quality_fill
1187925	Alternaria hordeiaustralica	fungal	genus_fill	GCF_023758085.1	Scaffold	2022-06-17	True	Australia	11036	1054	37.0	cds	ascomycota_odb10	1	best_quality
1187925	Alternaria hordeiaustralica	fungal	genus_fill	GCA_023758085.1	Scaffold	2022-06-17	True	Australia	11036	1054	37.0	cds	ascomycota_odb10	2	quality_fill
1187928	Alternaria incomplexa	fungal	genus_fill	GCF_024043165.1	Scaffold	2022-06-29	True	USA	10979	1850	33.5	cds	ascomycota_odb10	1	best_quality
1187928	Alternaria incomplexa	fungal	genus_fill	GCA_024043165.1	Scaffold	2022-06-29	True	USA	10979	1850	33.5	cds	ascomycota_odb10	2	quality_fill
45303	Alternaria infectoria	fungal	genus_fill	GCF_024043175.1	Scaffold	2022-06-29	True	United Kingdom	10982	1573	36.5	cds	ascomycota_odb10	1	best_quality
45303	Alternaria infectoria	fungal	genus_fill	GCA_024043175.1	Scaffold	2022-06-29	True	United Kingdom	10982	1573	36.5	cds	ascomycota_odb10	2	quality_fill
283354	Alternaria metachromatica	fungal	genus_fill	GCF_023757995.1	Scaffold	2022-06-17	True	Australia	11000	1012	37.3	cds	ascomycota_odb10	1	best_quality
283354	Alternaria metachromatica	fungal	genus_fill	GCA_023757995.1	Scaffold	2022-06-17	True	Australia	11000	1012	37.3	cds	ascomycota_odb10	2	quality_fill
430562	Alternaria novae-zelandiae	fungal	genus_fill	GCF_023758075.1	Scaffold	2022-06-17	True	New Zealand	10919	1243	37.6	cds	ascomycota_odb10	1	best_quality
430562	Alternaria novae-zelandiae	fungal	genus_fill	GCA_023758075.1	Scaffold	2022-06-17	True	New Zealand	10919	1243	37.6	cds	ascomycota_odb10	2	quality_fill
1187938	Alternaria postmessia	fungal	genus_fill	GCF_024291825.1	Scaffold	2022-07-15	True	USA	11632	300	34.4	cds	ascomycota_odb10	1	best_quality
1187938	Alternaria postmessia	fungal	genus_fill	GCA_024291825.1	Scaffold	2022-07-15	True	USA	11632	300	34.4	cds	ascomycota_odb10	2	quality_fill
1187941	Alternaria rosae	fungal	genus_fill	GCA_024043135.1	Scaffold	2022-06-29	True	New Zealand	11226	938	32.8	cds	ascomycota_odb10	1	best_quality
2817039	Alternaria sp. Ai002NY15	fungal	genus_fill	GCA_023758125.1	Scaffold	2022-06-17	True	USA	11042	1256	36.9	cds	ascomycota_odb10	1	best_quality
2817042	Alternaria sp. BMP 0032	fungal	genus_fill	GCA_023758005.1	Scaffold	2022-06-17	True	USA	10997	976	37.3	cds	ascomycota_odb10	1	best_quality
2817041	Alternaria sp. BMP 2799	fungal	genus_fill	GCA_023758145.1	Scaffold	2022-06-17	True	USA	11051	1000	36.4	cds	ascomycota_odb10	1	best_quality
1678846	Alternaria sp. MG1	fungal	genus_fill	GCA_003574525.1	Scaffold	2018-09-18	True	China	13440	1662	34.7	cds	ascomycota_odb10	1	best_quality
119927	Alternaria tenuissima	fungal	genus_fill	GCA_004154735.1	Scaffold	2019-02-11	True		12799	608	33.1	cds	ascomycota_odb10	1	best_quality
119927	Alternaria tenuissima	fungal	genus_fill	GCA_004154745.1	Scaffold	2019-02-11	True		13019	547	33.9	cds	ascomycota_odb10	2	quality_fill
119927	Alternaria tenuissima	fungal	genus_fill	GCA_004154845.1	Scaffold	2019-02-11	True		13700	622	35.9	cds	ascomycota_odb10	3	quality_fill
119927	Alternaria tenuissima	fungal	genus_fill	GCA_004156015.1	Scaffold	2019-02-11	True		13109	709	34.7	cds	ascomycota_odb10	4	quality_fill
119927	Alternaria tenuissima	fungal	genus_fill	GCA_004168565.1	Scaffold	2019-02-11	True		13727	319	36.1	cds	ascomycota_odb10	5	quality_fill
297637	Alternaria triticimaculans	fungal	genus_fill	GCF_023758025.1	Scaffold	2022-06-17	True	Argentina	10976	1667	36.8	cds	ascomycota_odb10	1	best_quality
297637	Alternaria triticimaculans	fungal	genus_fill	GCA_023758025.1	Scaffold	2022-06-17	True	Argentina	10994	1667	36.8	cds	ascomycota_odb10	2	quality_fill
1187951	Alternaria ventricosa	fungal	genus_fill	GCF_023758065.1	Scaffold	2022-06-17	True	China	10954	1329	34.7	cds	ascomycota_odb10	1	best_quality
1187951	Alternaria ventricosa	fungal	genus_fill	GCA_023758065.1	Scaffold	2022-06-17	True	China	10954	1329	34.7	cds	ascomycota_odb10	2	quality_fill
566460	Alternaria viburni	fungal	genus_fill	GCF_023758015.1	Scaffold	2022-06-17	True	Netherlands	11747	1054	36.4	cds	ascomycota_odb10	1	best_quality
566460	Alternaria viburni	fungal	genus_fill	GCA_023758015.1	Scaffold	2022-06-17	True	Netherlands	11747	1054	36.4	cds	ascomycota_odb10	2	quality_fill
1918533	Bipolaris sivanesaniana	fungal	genus_fill	GCA_055773965.2	Chromosome	2026-05-08	True	China	10205	2111	34.0	cds	ascomycota_odb10	1	best_quality
546991	Blumeria hordei DH14	fungal	genus_fill	GCA_000151065.3	Scaffold	2013-08-06	True		6485	2030	118.7	cds	ascomycota_odb10	1	best_quality
278940	Botrytis galanthina	fungal	genus_fill	GCA_004916875.1	Scaffold	2019-04-25	True	Netherlands	12388	65	43.9	cds	ascomycota_odb10	1	best_quality
278943	Botrytis hyacinthi	fungal	genus_fill	GCA_004786245.1	Scaffold	2019-04-12	True	Netherlands	12130	116	43.8	cds	ascomycota_odb10	1	best_quality
278948	Botrytis paeoniae	fungal	genus_fill	GCA_004786145.1	Scaffold	2019-04-12	True	Netherlands	12045	125	46.2	cds	ascomycota_odb10	1	best_quality
87229	Botrytis porri	fungal	genus_fill	GCA_004786265.1	Scaffold	2019-04-12	True	Belgium	11857	36	43.0	cds	ascomycota_odb10	1	best_quality
87230	Botrytis tulipae	fungal	genus_fill	GCA_004786125.1	Scaffold	2019-04-12	True	Netherlands	12565	172	45.3	cds	ascomycota_odb10	1	best_quality
357750	Cercospora berteroae	fungal	genus_fill	GCA_002933655.1	Scaffold	2018-02-20	True	Romania	11903	105	33.9	cds	ascomycota_odb10	1	best_quality
1671311	Colletotrichum abscissum	fungal	genus_fill	GCF_030869225.1	Scaffold	2023-08-24	True	USA	17223	963	53.9	cds	ascomycota_odb10	1	best_quality
1671311	Colletotrichum abscissum	fungal	genus_fill	GCA_023376855.1	Scaffold	2022-05-16	True	Brazil	15499	322	54.0	cds	ascomycota_odb10	2	new_country:Brazil
1671311	Colletotrichum abscissum	fungal	genus_fill	GCA_030869225.1	Scaffold	2023-08-24	True	USA	17280	963	53.9	cds	ascomycota_odb10	3	quality_fill
5460	Colletotrichum caudatum	fungal	genus_fill	GCA_030867225.1	Scaffold	2023-08-22	True		15292	95	44.2	cds	ascomycota_odb10	1	best_quality
343994	Colletotrichum cereale	fungal	genus_fill	GCA_030867335.1	Scaffold	2023-08-22	True		16411	77	52.2	cds	ascomycota_odb10	1	best_quality
708187	Colletotrichum chlorophyti	fungal	genus_fill	GCA_001937105.1	Scaffold	2017-01-05	True	Japan	10310	644	52.4	cds	ascomycota_odb10	1	best_quality
1836956	Colletotrichum chrysophilum	fungal	genus_fill	GCA_031006325.1	Scaffold	2023-08-30	True	Italy	20024	87	55.6	cds	ascomycota_odb10	1	best_quality
1836956	Colletotrichum chrysophilum	fungal	genus_fill	GCA_026319245.1	Scaffold	2022-11-23	True	USA	13999	269	57.9	cds	ascomycota_odb10	2	new_country:USA
1209916	Colletotrichum costaricense	fungal	genus_fill	GCF_030867565.1	Scaffold	2023-08-24	True	Costa Rica	17065	2423	51.6	cds	ascomycota_odb10	1	best_quality
1209916	Colletotrichum costaricense	fungal	genus_fill	GCA_030867565.1	Scaffold	2023-08-24	True	Costa Rica	17126	2423	51.6	cds	ascomycota_odb10	2	quality_fill
1209917	Colletotrichum cuscutae	fungal	genus_fill	GCA_030869315.1	Scaffold	2023-08-24	True	Dominica	17289	514	80.5	cds	ascomycota_odb10	1	best_quality
34406	Colletotrichum destructivum	fungal	genus_fill	GCF_034447905.1	Complete Genome	2023-12-18	True	Saudi Arabia	15627	5290	51.8	cds	ascomycota_odb10	1	best_quality
34406	Colletotrichum destructivum	fungal	genus_fill	GCA_034447905.1	Complete Genome	2023-12-18	True	Saudi Arabia	15631	5290	51.8	cds	ascomycota_odb10	2	quality_fill
1173702	Colletotrichum eremochloae	fungal	genus_fill	GCA_030867245.1	Scaffold	2023-08-22	True		15169	353	47.2	cds	ascomycota_odb10	1	best_quality
129314	Colletotrichum falcatum	fungal	genus_fill	GCA_030867235.1	Scaffold	2023-08-22	True		15618	91	49.1	cds	ascomycota_odb10	1	best_quality
2940390	Colletotrichum filicis	fungal	genus_fill	GCA_023376865.1	Scaffold	2022-05-16	True	Costa Rica	17391	325	63.0	cds	ascomycota_odb10	1	best_quality
710243	Colletotrichum fioriniae	fungal	genus_fill	GCF_027942845.1	Scaffold	2023-01-23	True	Switzerland	11830	2984	49.4	cds	ascomycota_odb10	1	best_quality
710243	Colletotrichum fioriniae	fungal	genus_fill	GCA_027942845.1	Scaffold	2023-01-23	True	Switzerland	11830	2984	49.4	cds	ascomycota_odb10	2	quality_fill
1445577	Colletotrichum fioriniae PJ7	fungal	genus_fill	GCF_000582985.1	Scaffold	2014-02-27	True	New Zealand	13759	137	49.0	cds	ascomycota_odb10	1	best_quality
1445577	Colletotrichum fioriniae PJ7	fungal	genus_fill	GCA_000582985.1	Scaffold	2014-02-27	True	New Zealand	13759	137	49.0	cds	ascomycota_odb10	2	quality_fill
1573173	Colletotrichum incanum	fungal	genus_fill	GCA_001855235.1	Scaffold	2016-10-27	True	Japan	11852	293	53.3	cds	ascomycota_odb10	1	best_quality
1573173	Colletotrichum incanum	fungal	genus_fill	GCA_001625285.1	Scaffold	2016-04-19	True	Japan	12809	177	53.6	cds	ascomycota_odb10	2	quality_fill
2283408	Colletotrichum jinshuiense	fungal	genus_fill	GCF_051148585.1	Complete Genome	2024-04-09	True	China	13128	5052	52.1	cds	ascomycota_odb10	1	best_quality
2283408	Colletotrichum jinshuiense	fungal	genus_fill	GCA_051148585.1	Complete Genome	2024-04-09	True	China	13129	5052	52.1	cds	ascomycota_odb10	2	quality_fill
34407	Colletotrichum kahawae	fungal	genus_fill	GCA_032988895.1	Scaffold	2023-10-24	True	Kenya	19181	199	59.1	cds	ascomycota_odb10	1	best_quality
1095194	Colletotrichum karsti	fungal	genus_fill	GCF_011947395.1	Scaffold	2020-12-08	True	China	13328	858	51.9	cds	ascomycota_odb10	1	best_quality
1095194	Colletotrichum karsti	fungal	genus_fill	GCA_011947395.2	Scaffold	2020-12-08	True	China	13328	858	51.9	cds	ascomycota_odb10	2	quality_fill
1209924	Colletotrichum limetticola	fungal	genus_fill	GCA_030413865.1	Scaffold	2023-07-10	True	USA	15248	69	50.5	cds	ascomycota_odb10	1	best_quality
145971	Colletotrichum lupini	fungal	genus_fill	GCF_023278565.1	Complete Genome	2022-05-09	True	France	18280	7872	63.4	cds	ascomycota_odb10	1	best_quality
145971	Colletotrichum lupini	fungal	genus_fill	GCA_023278565.1	Complete Genome	2022-05-09	True	France	18341	7872	63.4	cds	ascomycota_odb10	2	quality_fill
1209925	Colletotrichum melonis	fungal	genus_fill	GCA_030868995.1	Scaffold	2023-08-24	True	Brazil	16823	2830	50.1	cds	ascomycota_odb10	1	best_quality
2175873	Colletotrichum musicola	fungal	genus_fill	GCA_014235935.1	Scaffold	2020-08-18	True	Brazil	16826	46	52.7	cds	ascomycota_odb10	1	best_quality
2664923	Colletotrichum noveboracense	fungal	genus_fill	GCA_026319155.1	Scaffold	2022-11-23	True	USA	14011	169	58.2	cds	ascomycota_odb10	1	best_quality
1460502	Colletotrichum nymphaeae SA-01	fungal	genus_fill	GCA_001563115.1	Scaffold	2016-02-17	True	Denmark	14404	91	50.0	cds	ascomycota_odb10	1	best_quality
1209926	Colletotrichum orchidophilum	fungal	genus_fill	GCF_001831195.1	Scaffold	2016-10-21	True	United Kingdom	14452	284	48.6	cds	ascomycota_odb10	1	best_quality
1209926	Colletotrichum orchidophilum	fungal	genus_fill	GCA_001831195.1	Scaffold	2016-10-21	True	United Kingdom	14496	284	48.6	cds	ascomycota_odb10	2	quality_fill
2175906	Colletotrichum plurivorum	fungal	genus_fill	GCA_014235945.1	Scaffold	2020-08-18	True	Brazil	16153	130	49.7	cds	ascomycota_odb10	1	best_quality
1209931	Colletotrichum salicis	fungal	genus_fill	GCA_001563125.1	Scaffold	2016-02-17	True	Netherlands	13783	46	48.4	cds	ascomycota_odb10	1	best_quality
2078593	Colletotrichum shisoi	fungal	genus_fill	GCA_006783085.1	Scaffold	2019-07-09	True	Japan	11848	15	69.7	cds	ascomycota_odb10	1	best_quality
1347389	Colletotrichum sidae	fungal	genus_fill	GCA_004367935.1	Scaffold	2019-03-22	True	USA	12442	39	86.8	cds	ascomycota_odb10	1	best_quality
703756	Colletotrichum simmondsii	fungal	genus_fill	GCA_001563135.1	Scaffold	2016-02-17	True	Australia	13884	292	50.5	cds	ascomycota_odb10	1	best_quality
2175907	Colletotrichum sojae	fungal	genus_fill	GCA_014235955.1	Scaffold	2020-08-18	True	Brazil	16124	104	49.4	cds	ascomycota_odb10	1	best_quality
1500509	Colletotrichum somersetense	fungal	genus_fill	GCA_030867255.1	Scaffold	2023-08-22	True		15191	180	53.7	cds	ascomycota_odb10	1	best_quality
3239297	Colletotrichum sp. CLE4	fungal	genus_fill	GCA_044063575.1	Scaffold	2024-10-29	True	USA	11678	507	48.0	cds	ascomycota_odb10	1	best_quality
2838796	Colletotrichum sp. SAR 10_70	fungal	genus_fill	GCA_025327165.1	Scaffold	2022-09-20	True	Cameroon	12888	133	59.5	cds	ascomycota_odb10	1	best_quality
2838797	Colletotrichum sp. SAR 10_71	fungal	genus_fill	GCA_025327135.1	Scaffold	2022-09-20	True	Cameroon	12879	118	59.9	cds	ascomycota_odb10	1	best_quality
2838798	Colletotrichum sp. SAR 10_75	fungal	genus_fill	GCA_025327155.1	Scaffold	2022-09-20	True	Cameroon	13005	144	60.8	cds	ascomycota_odb10	1	best_quality
2838800	Colletotrichum sp. SAR 10_77	fungal	genus_fill	GCA_025330015.1	Scaffold	2022-09-20	True	Cameroon	12950	116	60.5	cds	ascomycota_odb10	1	best_quality
2838801	Colletotrichum sp. SAR 10_86	fungal	genus_fill	GCA_025327125.1	Scaffold	2022-09-20	True	Cameroon	12940	96	60.7	cds	ascomycota_odb10	1	best_quality
2838804	Colletotrichum sp. SAR 10_99	fungal	genus_fill	GCA_028654355.1	Scaffold	2023-02-15	True	Peru	12758	99	56.7	cds	ascomycota_odb10	1	best_quality
2838810	Colletotrichum sp. SAR11_239	fungal	genus_fill	GCA_025328985.1	Scaffold	2022-09-20	True	Indonesia	12877	146	58.1	cds	ascomycota_odb10	1	best_quality
2838811	Colletotrichum sp. SAR11_240	fungal	genus_fill	GCA_025328625.1	Scaffold	2022-09-20	True	Indonesia	13003	134	60.0	cds	ascomycota_odb10	1	best_quality
2838812	Colletotrichum sp. SAR11_57	fungal	genus_fill	GCA_025328355.1	Scaffold	2022-09-20	True	Panama	12780	98	55.5	cds	ascomycota_odb10	1	best_quality
2838813	Colletotrichum sp. SAR11_59	fungal	genus_fill	GCA_025328345.1	Scaffold	2022-09-20	True	Panama	12794	81	65.1	cds	ascomycota_odb10	1	best_quality
1347390	Colletotrichum spinosum	fungal	genus_fill	GCA_004366825.1	Scaffold	2019-03-22	True	Australia	12540	94	82.7	cds	ascomycota_odb10	1	best_quality
1173701	Colletotrichum sublineola	fungal	genus_fill	GCA_030867325.1	Scaffold	2023-08-22	True		15206	84	46.9	cds	ascomycota_odb10	1	best_quality
1173701	Colletotrichum sublineola	fungal	genus_fill	GCA_000696135.1	Scaffold	2014-05-27	True	USA	12699	71	46.8	cds	ascomycota_odb10	2	new_country:USA; new_year_bin:2010
1209934	Colletotrichum tamarilloi	fungal	genus_fill	GCF_030869305.1	Scaffold	2023-08-24	True	Colombia	17330	411	52.1	cds	ascomycota_odb10	1	best_quality
1209934	Colletotrichum tamarilloi	fungal	genus_fill	GCA_030869305.1	Scaffold	2023-08-24	True	Colombia	17397	411	52.1	cds	ascomycota_odb10	2	quality_fill
1306861	Colletotrichum tanaceti	fungal	genus_fill	GCA_026229895.1	Scaffold	2022-11-17	True	Australia	12204	10	51.5	cds	ascomycota_odb10	1	best_quality
1306861	Colletotrichum tanaceti	fungal	genus_fill	GCA_005350895.1	Scaffold	2019-05-14	True	Australia	12172	103	57.9	cds	ascomycota_odb10	2	new_year_bin:2015
708197	Colletotrichum tofieldiae	fungal	genus_fill	GCA_001625265.1	Scaffold	2016-04-19	True	Spain	12501	209	52.8	cds	ascomycota_odb10	1	best_quality
912113	Colletotrichum tropicale	fungal	genus_fill	GCA_013201785.1	Scaffold	2020-06-01	True	Japan	14794	692	55.8	cds	ascomycota_odb10	1	best_quality
1131913	Colletotrichum viniferum	fungal	genus_fill	GCA_013201765.1	Scaffold	2020-06-01	True	Japan	14534	144	68.5	cds	ascomycota_odb10	1	best_quality
1216348	Colletotrichum zoysiae	fungal	genus_fill	GCA_030867305.1	Scaffold	2023-08-22	True		15325	179	46.5	cds	ascomycota_odb10	1	best_quality
5515	Fusarium acuminatum	fungal	genus_fill	GCA_038181435.1	Complete Genome	2024-04-15	True	China	11342	6113	46.7	cds	ascomycota_odb10	1	best_quality
78861	Fusarium acutatum	fungal	genus_fill	GCA_012932015.1	Scaffold	2020-04-29	True		14081	116	43.3	cds	ascomycota_odb10	1	best_quality
1803897	Fusarium agapanthi	fungal	genus_fill	GCA_001654555.2	Scaffold	2020-04-29	True	Italy	13310	43	41.3	cds	ascomycota_odb10	1	best_quality
2698982	Fusarium akasia	fungal	genus_fill	GCA_057674905.1	Scaffold	2026-05-21	True	Indonesia	15245	420	49.9	cds	ascomycota_odb10	1	best_quality
2698982	Fusarium akasia	fungal	genus_fill	GCA_057674945.1	Scaffold	2026-05-21	True	Indonesia	14747	383	51.0	cds	ascomycota_odb10	2	quality_fill
1237068	Fusarium albosuccineum	fungal	genus_fill	GCA_012931995.1	Scaffold	2020-04-29	True	Venezuela	17169	23	50.9	cds	ascomycota_odb10	1	best_quality
131363	Fusarium ambrosium	fungal	genus_fill	GCA_057676225.1	Scaffold	2026-05-21	True	India	15363	750	51.7	cds	ascomycota_odb10	1	best_quality
131363	Fusarium ambrosium	fungal	genus_fill	GCA_057676205.1	Scaffold	2026-05-21	True	Sri Lanka	14896	253	47.9	cds	ascomycota_odb10	2	new_country:Sri Lanka
131363	Fusarium ambrosium	fungal	genus_fill	GCA_003947045.1	Scaffold	2018-12-14	True	India	17262	122	49.0	cds	ascomycota_odb10	3	new_year_bin:2015
131363	Fusarium ambrosium	fungal	genus_fill	GCA_057676125.1	Scaffold	2026-05-21	True	India	15264	196	48.5	cds	ascomycota_odb10	4	quality_fill
131363	Fusarium ambrosium	fungal	genus_fill	GCA_057676245.1	Scaffold	2026-05-21	True	India	15424	539	49.5	cds	ascomycota_odb10	5	quality_fill
48484	Fusarium annulatum	fungal	genus_fill	GCA_022627115.1	Scaffold	2022-03-18	True	Viet Nam	12880	1803	44.2	cds	ascomycota_odb10	1	best_quality
48485	Fusarium anthophilum	fungal	genus_fill	GCA_013364935.1	Scaffold	2020-06-19	True	Germany	14797	125	45.8	cds	ascomycota_odb10	1	best_quality
2364996	Fusarium austroafricanum	fungal	genus_fill	GCA_012932025.1	Scaffold	2020-04-29	True	South Africa	14502	86	45.7	cds	ascomycota_odb10	1	best_quality
282268	Fusarium austroamericanum	fungal	genus_fill	GCA_013364965.1	Scaffold	2020-06-19	True	Brazil	11984	109	36.8	cds	ascomycota_odb10	1	best_quality
2698983	Fusarium awan	fungal	genus_fill	GCA_057674825.1	Scaffold	2026-05-21	True	Indonesia	10048	278	53.0	cds	ascomycota_odb10	1	best_quality
2698983	Fusarium awan	fungal	genus_fill	GCA_057674865.1	Scaffold	2026-05-21	True	Indonesia	9904	282	53.6	cds	ascomycota_odb10	2	quality_fill
44412	Fusarium beomiforme	fungal	genus_fill	GCA_002980475.2	Scaffold	2020-04-27	True	New Caledonia	14521	77	46.5	cds	ascomycota_odb10	1	best_quality
79018	Fusarium bulbicola	fungal	genus_fill	GCA_013758895.1	Scaffold	2020-07-27	True	Germany	14231	55	43.6	cds	ascomycota_odb10	1	best_quality
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675645.1	Scaffold	2026-05-21	True	Taiwan	15026	548	50.2	cds	ascomycota_odb10	1	best_quality
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057674545.1	Scaffold	2026-05-21	True	USA	13587	353	48.1	cds	ascomycota_odb10	2	new_country:USA
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057674555.1	Scaffold	2026-05-21	True	Costa Rica	13371	436	46.1	cds	ascomycota_odb10	3	new_country:Costa Rica
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675865.1	Scaffold	2026-05-21	True	Taiwan	15264	604	49.8	cds	ascomycota_odb10	4	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057674765.1	Scaffold	2026-05-21	True	USA	13680	781	45.3	cds	ascomycota_odb10	5	quality_fill
1715230	Fusarium cf. solani	fungal	genus_fill	GCA_057675065.1	Scaffold	2026-05-21	True	USA	13142	825	45.3	cds	ascomycota_odb10	6	quality_fill
