target_id	length	eff_length	est_counts	tpm
XM_003708759.1	2237	2038	0	0
XM_003708760.1	255	56.1701	0	0
XM_003708761.1	485	286	0	0
XM_003708762.1	807	608	0.158672	34.2803
XM_003708763.1	918	719	0	0
XM_003708764.1	2461	2262	0	0
XM_003708765.1	299	100	0	0
XM_003708766.1	2161	1962	0	0
XM_003708767.1	2791	2592	0	0
XM_003708768.1	171	9.50903	0	0
XM_003708769.1	1600	1401	0	0
XM_003708770.1	1746	1547	0	0
XM_003708771.1	10815	10616	0	0
XM_003708772.1	1338	1139	0	0
XM_003708773.1	2507	2308	0	0
XM_003708774.1	1206	1007	0	0
XM_003708775.1	790	591	0	0
XM_003708776.1	249	50.3754	0	0
XM_003708777.1	2094	1895	0	0
XM_003708778.1	543	344	0	0
XM_003708779.1	2490	2291	0	0
XM_003708780.1	3135	2936	0	0
XM_003708781.1	931	732	0	0
XM_003708782.1	857	658	0	0
XM_003708783.1	1242	1043	0	0
XM_003708784.1	225	29.9375	0	0
XM_003708785.1	980	781	0	0
XM_003708786.1	3962	3763	0	0
XM_003708787.1	2033	1834	0	0
XM_003708788.1	2217	2018	0	0
XM_003708789.1	252	53.2554	0	0
XM_003708790.1	3396	3197	11	451.957
XM_003708791.1	483	284	0	0
XM_003708792.1	4315	4116	0	0
XM_003708793.1	3493	3294	0	0
XM_003708794.1	481	282	0	0
XM_003708795.1	1382	1183	0	0
XM_003708796.1	1076	877	0	0
XM_003708797.1	405	206	0	0
XM_003708798.1	1059	860	0	0
XM_003708799.1	360	161	0	0
XM_003708800.1	201	17.0167	0	0
XM_003708801.1	756	557	0	0
XM_003708802.1	1071	872	0	0
XM_003708803.1	1904	1705	0	0
XM_003708804.1	1432	1233	0	0
XM_003708805.1	666	467	0	0
XM_003708806.1	1380	1181	3	333.671
XM_003708807.1	1348	1149	0	0
XM_003708808.1	1165	966	3	407.935
XM_003708809.1	222	27.8721	0	0
XM_003708810.1	6450	6251	4	84.0538
XM_003708811.1	2303	2104	0	0
XM_003708812.1	462	263	0	0
XM_003708813.1	750	551	0	0
XM_003708814.1	1506	1307	0	0
XM_003708815.1	1629	1430	0	0
XM_003708816.1	996	797	0	0
XM_003708817.1	3394	3195	0	0
XM_003708818.1	2643	2444	0	0
XM_003708819.1	2150	1951	1	67.3271
XM_003708820.1	3460	3261	1	40.2806
XM_003708821.1	879	680	0	0
XM_003708822.1	1229	1030	2	255.059
XM_003708823.1	321	122	0	0
XM_003708824.1	387	188	0	0
XM_003708825.1	938	739	2	355.494
XM_003708826.1	1474	1275	0	0
XM_003708827.1	1375	1176	0	0
XM_003708828.1	531	332	0	0
XM_003708829.1	1805	1606	0	0
XM_003708830.1	1357	1158	1	113.433
XM_003708831.1	276	77.0053	0	0
XM_003708832.1	1109	910	0	0
XM_003708833.1	851	652	0	0
XM_003708834.1	1346	1147	0	0
XM_003708835.1	600	401	0	0
XM_003708836.1	2439	2240	0	0
XM_003708837.1	1212	1013	0	0
XM_003708838.1	3349	3150	0	0
XM_003708839.1	994	795	0	0
XM_003708840.1	2134	1935	1	67.8838
XM_003708841.1	1278	1079	0	0
XM_003708842.1	1212	1013	0	0
XM_003708843.1	1510	1311	0	0
XM_003708844.1	1803	1604	0	0
XM_003708845.1	1056	857	0	0
XM_003708846.1	2114	1915	1	68.5928
XM_003708847.1	2716	2517	0	0
XM_003708848.1	4456	4257	0	0
XM_003708849.1	1728	1529	0	0
XM_003708850.1	1467	1268	1	103.592
XM_003708851.1	1314	1115	0	0
XM_003708852.1	849	650	0	0
XM_003708853.1	2243	2044	0	0
XM_003708854.1	334	135	0	0
XM_003708855.1	1695	1496	0	0
XM_003708856.1	1502	1303	0	0
XM_003708857.1	2661	2462	0	0
XM_003708858.1	237	39.4185	0	0
XM_003708859.1	1704	1505	0	0
XM_003708860.1	261	62.0706	0	0
XM_003708861.1	3140	2941	0	0
XM_003708862.1	2396	2197	0	0
XM_003708863.1	1816	1617	0	0
XM_003708864.1	845	646	0	0
XM_003708865.1	321	122	0	0
XM_003708866.1	159	7.91627	0	0
XM_003708867.1	378	179	0	0
XM_003708868.1	381	182	0	0
XM_003708869.1	1092	893	0	0
XM_003708870.1	4086	3887	0	0
XM_003708871.1	1149	950	0	0
XM_003708872.1	342	143	0	0
XM_003708873.1	867	668	0	0
XM_003708874.1	648	449	0	0
XM_003708875.1	1239	1040	0	0
XM_003708876.1	2160	1961	0	0
XM_003708877.1	2307	2108	0	0
XM_003708878.1	327	128	0	0
XM_003708879.1	831	632	0	0
XM_003708880.1	2688	2489	0	0
XM_003708881.1	1627	1428	0	0
XM_003708882.1	1119	920	0	0
XM_003708883.1	1377	1178	0	0
XM_003708884.1	1997	1798	0	0
XM_003708885.1	579	380	0	0
XM_003708886.1	237	39.4185	0	0
XM_003708887.1	315	116	0	0
XM_003708888.1	1962	1763	0	0
XM_003708889.1	1212	1013	0	0
XM_003708890.1	1653	1454	0	0
XM_003708891.1	1179	980	0	0
XM_003708892.1	625	426	4.38661	1352.59
XM_003708893.1	186	12.4336	0	0
XM_003708894.1	876	677	0	0
XM_003708895.1	186	12.4336	0	0
XM_003708896.1	813	614	0	0
XM_003708897.1	243	44.7603	0	0
XM_003708898.1	300	101	0	0
XM_003708899.1	318	119	0	0
XM_003708900.1	753	554	0	0
XM_003708901.1	483	284	0	0
XM_003708902.1	6555	6356	1	20.6663
XM_003708903.1	805	606	0	0
XM_003708904.1	2755	2556	0	0
XM_003708905.1	1601	1402	0	0
XM_003708906.1	816	617	0	0
XM_003708907.1	2720	2521	0	0
XM_003708908.1	1680	1481	0	0
XM_003708909.1	665	466	0	0
XM_003708910.1	1340	1141	0	0
XM_003708911.1	2640	2441	0	0
XM_003708912.1	624	425	0	0
XM_003708913.1	630	431	0	0
XM_003708914.1	1073	874	3	450.876
XM_003708915.1	339	140	0	0
XM_003708916.1	1290	1091	0	0
XM_003708917.1	639	440	0	0
XM_003708918.1	1678	1479	0	0
XM_003708919.1	2073	1874	0	0
XM_003708920.1	846	647	0	0
XM_003708921.1	1224	1025	0	0
XM_003708922.1	816	617	0	0
XM_003708923.1	384	185	0	0
XM_003708924.1	567	368	0	0
XM_003708925.1	552	353	0	0
XM_003708926.1	1788	1589	0	0
XM_003708927.1	1134	935	0	0
XM_003708928.1	498	299	0	0
XM_003708929.1	384	185	0	0
XM_003708930.1	450	251	0	0
XM_003708931.1	1849	1650	0	0
XM_003708932.1	675	476	0	0
XM_003708933.1	1407	1208	0	0
XM_003708934.1	1005	806	1	162.972
XM_003708935.1	426	227	0	0
XM_003708936.1	231	34.449	0	0
XM_003708937.1	333	134	0	0
XM_003708938.1	243	44.7603	0	0
XM_003708939.1	813	614	0	0
XM_003708940.1	538	339	0	0
XM_003708941.1	243	44.7603	0	0
XM_003708942.1	1470	1271	3	310.044
XM_003708943.1	1849	1650	0	0
XM_003708944.1	4050	3851	0	0
XM_003708945.1	1631	1432	0	0
XM_003708946.1	1498	1299	0	0
XM_003708947.1	1035	836	0	0
XM_003708948.1	240	42.049	0	0
XM_003708949.1	936	737	0	0
XM_003708950.1	420	221	0	0
XM_003708951.1	225	29.9375	0	0
XM_003708952.1	243	44.7603	0	0
XM_003708953.1	243	44.7603	0	0
XM_003708954.1	537	338	0	0
XM_003708955.1	996	797	0	0
XM_003708956.1	411	212	0	0
XM_003708957.1	2304	2105	0	0
XM_003708958.1	969	770	0	0
XM_003708959.1	1123	924	0	0
XM_003708960.1	558	359	0	0
XM_003708961.1	516	317	0	0
XM_003708962.1	4064	3865	1	33.9858
XM_003708963.1	949	750	0	0
XM_003708964.1	2292	2093	0	0
XM_003708965.1	2695	2496	0	0
XM_003708966.1	1351	1152	0	0
XM_003708967.1	1485	1286	0	0
XM_003708968.1	177	10.528	0	0
XM_003708969.1	341	142	0	0
XM_003708970.1	1248	1049	1	125.219
XM_003708971.1	660	461	0	0
XM_003708972.1	1475	1276	0	0
XM_003708973.1	600	401	0	0
XM_003708974.1	900	701	0	0
XM_003708975.1	1299	1100	3	358.241
XM_003708976.1	2972	2773	1	47.3693
XM_003708977.1	1367	1168	2	224.923
XM_003708978.1	645	446	1	294.518
XM_003708979.1	1472	1273	0	0
XM_003708980.1	954	755	0	0
XM_003708981.1	3691	3492	0	0
XM_003708982.1	741	542	0	0
XM_003708983.1	1959	1760	0	0
XM_003708984.1	186	12.4336	0	0
XM_003708985.1	417	218	0	0
XM_003708986.1	855	656	0	0
XM_003708987.1	1543	1344	0	0
XM_003708988.1	1938	1739	0	0
XM_003708989.1	1625	1426	0	0
XM_003708990.1	495	296	0	0
XM_003708991.1	939	740	0	0
XM_003708992.1	1581	1382	0	0
XM_003708993.1	651	452	0	0
XM_003708994.1	870	671	0	0
XM_003708995.1	1590	1391	0	0
XM_003708996.1	423	224	0	0
XM_003708997.1	261	62.0706	0	0
XM_003708998.1	489	290	0	0
XM_003708999.1	228	32.1317	0	0
XM_003709000.1	456	257	0	0
XM_003709001.1	1233	1034	0	0
XM_003709002.1	441	242	0	0
XM_003709003.1	396	197	0	0
XM_003709004.1	1338	1139	0	0
XM_003709005.1	660	461	0	0
XM_003709006.1	1805	1606	0	0
XM_003709007.1	969	770	0	0
XM_003709008.1	1617	1418	0	0
XM_003709009.1	1472	1273	0	0
XM_003709010.1	456	257	0	0
XM_003709011.1	1620	1421	0	0
XM_003709012.1	162	8.26769	0	0
XM_003709013.1	1404	1205	1	109.008
XM_003709014.1	495	296	0	0
XM_003709015.1	2106	1907	2	137.761
XM_003709016.1	348	149	0	0
XM_003709017.1	597	398	0	0
XM_003709018.1	231	34.449	0	0
XM_003709019.1	1350	1151	0	0
XM_003709020.1	1037	838	1	156.748
XM_003709021.1	1065	866	0	0
XM_003709022.1	303	104	0	0
XM_003709023.1	1419	1220	0	0
XM_003709024.1	1234	1035	0	0
XM_003709025.1	252	53.2554	0	0
XM_003709026.1	429	230	0	0
XM_003709027.1	1413	1214	0	0
XM_003709028.1	2096	1897	0	0
XM_003709029.1	276	77.0053	0	0
XM_003709030.1	1383	1184	0	0
XM_003709031.1	366	167	0	0
XM_003709032.1	1854	1655	0	0
XM_003709033.1	9897	9698	0	0
XM_003709034.1	811	612	0	0
XM_003709035.1	1275	1076	0	0
XM_003709036.1	1485	1286	0	0
XM_003709037.1	1982	1783	1	73.6709
XM_003709038.1	1713	1514	0	0
XM_003709039.1	396	197	0	0
XM_003709040.1	744	545	0	0
XM_003709041.1	1512	1313	0	0
XM_003709042.1	1636	1437	0	0
XM_003709043.1	1415	1216	0	0
XM_003709044.1	360	161	0	0
XM_003709045.1	960	761	0	0
XM_003709046.1	2367	2168	0	0
XM_003709047.1	2179	1980	0	0
XM_003709048.1	1839	1640	0	0
XM_003709049.1	1446	1247	2	210.674
XM_003709050.1	810	611	0	0
XM_003709051.1	381	182	0	0
XM_003709052.1	249	50.3754	0	0
XM_003709053.1	891	692	0	0
XM_003709054.1	981	782	0	0
XM_003709055.1	228	32.1317	0	0
XM_003709056.1	1451	1252	0	0
XM_003709057.1	591	392	0	0
XM_003709058.1	465	266	0	0
XM_003709059.1	1218	1019	1	128.906
XM_003709060.1	258	59.1108	0	0
XM_003709061.1	2559	2360	0	0
XM_003709062.1	819	620	0	0
XM_003709063.1	552	353	0	0
XM_003709064.1	381	182	0	0
XM_003709065.1	189	13.1915	0	0
XM_003709066.1	534	335	0	0
XM_003709067.1	2003	1804	0	0
XM_003709068.1	668	469	0	0
XM_003709069.1	2886	2687	2	97.7709
XM_003709070.1	3837	3638	0	0
XM_003709071.1	988	789	0	0
XM_003709072.1	927	728	0	0
XM_003709073.1	15858	15659	0	0
XM_003709074.1	399	200	0	0
XM_003709075.1	597	398	0	0
XM_003709076.1	204	18.2087	0	0
XM_003709077.1	1089	890	0	0
XM_003709078.1	840	641	0	0
XM_003709079.1	457	258	1	509.128
XM_003709080.1	480	281	0	0
XM_003709081.1	1867	1668	0	0
XM_003709082.1	819	620	0	0
XM_003709083.1	2521	2322	1	56.5698
XM_003709084.1	2485	2286	0	0
XM_003709085.1	2751	2552	2	102.943
XM_003709086.1	4777	4578	0	0
XM_003709087.1	3182	2983	0	0
XM_003709088.1	571	372	0	0
XM_003709089.1	2642	2443	9	483.912
XM_003709090.1	630	431	0	0
XM_003709091.1	1620	1421	6	554.631
XM_003709092.1	2010	1811	0	0
XM_003709093.1	934	735	0	0
XM_003709094.1	993	794	1	165.435
XM_003709095.1	2223	2024	0	0
XM_003709096.1	638	439	0	0
XM_003709097.1	1723	1524	1	86.191
XM_003709098.1	3982	3783	1	34.7225
XM_003709099.1	608	409	0	0
XM_003709100.1	267	68.0268	0	0
XM_003709101.1	189	13.1915	0	0
XM_003709102.1	162	8.26769	0	0
XM_003709103.1	156	7.59116	0	0
XM_003709104.1	3269	3070	0	0
XM_003709105.1	2721	2522	1	52.0837
XM_003709106.1	726	527	0	0
XM_003709107.1	366	167	0	0
XM_003709108.1	195	14.9308	0	0
XM_003709109.1	894	695	0	0
XM_003709110.1	630	431	0	0
XM_003709111.1	1210	1011	0	0
XM_003709112.1	2052	1853	0	0
XM_003709113.1	4158	3959	0	0
XM_003709114.1	1967	1768	0	0
XM_003709115.1	3216	3017	0	0
XM_003709116.1	1332	1133	0	0
XM_003709117.1	713	514	0	0
XM_003709118.1	3773	3574	0	0
XM_003709119.1	2784	2585	1	50.8144
XM_003709120.1	1903	1704	3	231.259
XM_003709121.1	2794	2595	1	50.6186
XM_003709122.1	192	14.0216	2	18736.1
XM_003709123.1	1327	1128	0	0
XM_003709124.1	1458	1259	0	0
XM_003709125.1	6972	6773	0	0
XM_003709126.1	4641	4442	0	0
XM_003709127.1	5142	4943	1	26.574
XM_003709128.1	4213	4014	6	196.345
XM_003709129.1	216	24.1385	0	0
XM_003709130.1	195	14.9308	0	0
XM_003709131.1	770	571	0	0
XM_003709132.1	1931	1732	3	227.52
XM_003709133.1	1486	1287	0	0
XM_003709134.1	267	68.0268	0	0
XM_003709135.1	1950	1751	0	0
XM_003709136.1	246	47.5399	0	0
XM_003709137.1	2167	1968	0	0
XM_003709138.1	2172	1973	0	0
XM_003709139.1	1288	1089	0	0
XM_003709140.1	3317	3118	2	84.256
XM_003709141.1	592	393	0	0
XM_003709142.1	2598	2399	1	54.7541
XM_003709143.1	777	578	2	454.516
XM_003709144.1	349	150	0	0
XM_003709145.1	3877	3678	0	0
XM_003709146.1	1865	1666	1	78.8446
XM_003709147.1	1622	1423	6	553.852
XM_003709148.1	1491	1292	1	101.668
XM_003709149.1	1273	1074	0	0
XM_003709150.1	2260	2061	0	0
XM_003709151.1	2195	1996	0	0
XM_003709152.1	210	20.9285	0	0
XM_003709153.1	417	218	0	0
XM_003709154.1	3027	2828	0	0
XM_003709155.1	2341	2142	1	61.3236
XM_003709156.1	3107	2908	2	90.3405
XM_003709157.1	742	543	0	0
XM_003709158.1	7234	7035	0	0
XM_003709159.1	1524	1325	1	99.136
XM_003709160.1	1773	1574	0	0
XM_003709161.1	1766	1567	0	0
XM_003709162.1	1316	1117	4	470.385
XM_003709163.1	1158	959	0	0
XM_003709164.1	2779	2580	1	50.9128
XM_003709165.1	855	656	0	0
XM_003709166.1	6431	6232	1	21.0775
XM_003709167.1	2602	2403	0	0
XM_003709168.1	399	200	0	0
XM_003709169.1	936	737	0	0
XM_003709170.1	408	209	0	0
XM_003709171.1	3667	3468	3	113.629
XM_003709172.1	782	583	0	0
XM_003709173.1	1258	1059	0	0
XM_003709174.1	1191	992	0	0
XM_003709175.1	963	764	0	0
XM_003709176.1	2362	2163	1	60.7282
XM_003709177.1	2607	2408	0	0
XM_003709178.1	1041	842	1	156.004
XM_003709179.1	1497	1298	0	0
XM_003709180.1	2215	2016	1	65.1563
XM_003709181.1	3633	3434	0	0
XM_003709182.1	2310	2111	1	62.2241
XM_003709183.1	4306	4107	0	0
XM_003709184.1	3197	2998	2	87.6285
XM_003709185.1	6373	6174	0	0
XM_003709186.1	899	700	0	0
XM_003709187.1	873	674	0	0
XM_003709188.1	1638	1439	1	91.2822
XM_003709189.1	5670	5471	0	0
XM_003709190.1	1239	1040	0	0
XM_003709191.1	1524	1325	0	0
XM_003709192.1	2279	2080	2	126.303
XM_003709193.1	1020	821	0	0
XM_003709194.1	1732	1533	0	0
XM_003709195.1	1911	1712	0	0
XM_003709196.1	405	206	0	0
XM_003709197.1	4618	4419	0	0
XM_003709198.1	2297	2098	1	62.6097
XM_003709199.1	3407	3208	2	81.8922
XM_003709200.1	4424	4225	0	0
XM_003709201.1	3936	3737	4	140.6
XM_003709202.1	273	74.0093	0	0
XM_003709203.1	1966	1767	1	74.3379
XM_003709204.1	1085	886	2	296.513
XM_003709205.1	1923	1724	1	76.1921
XM_003709206.1	1817	1618	1	81.1836
XM_003709207.1	2494	2295	1	57.2354
XM_003709208.1	869	670	1	196.052
XM_003709209.1	815	616	0	0
XM_003709210.1	3323	3124	1	42.0471
XM_003709211.1	2209	2010	0	0
XM_003709212.1	1095	896	6	879.61
XM_003709213.1	737	538	0	0
XM_003709214.1	3234	3035	3	129.84
XM_003709215.1	1161	962	1	136.544
XM_003709216.1	300	101	0	0
XM_003709217.1	2312	2113	4	248.661
XM_003709218.1	813	614	0	0
XM_003709219.1	2079	1880	1	69.8698
XM_003709220.1	3909	3710	1	35.4057
XM_003709221.1	2654	2455	2	107.01
XM_003709222.1	7808	7609	3	51.7894
XM_003709223.1	3679	3480	1	37.7457
XM_003709224.1	1685	1486	0	0
XM_003709225.1	3509	3310	3	119.053
XM_003709226.1	878	679	8	1547.63
XM_003709227.1	450	251	0	0
XM_003709228.1	171	9.50903	0	0
XM_003709229.1	3947	3748	0	0
XM_003709230.1	3347	3148	1	41.7265
XM_003709231.1	1997	1798	0	0
XM_003709232.1	1747	1548	0	0
XM_003709233.1	2423	2224	0	0
XM_003709234.1	2571	2372	0	0
XM_003709235.1	5611	5412	4	97.0844
XM_003709236.1	2835	2636	1	49.8312
XM_003709237.1	3858	3659	1	35.8992
XM_003709238.1	1968	1769	2	148.508
XM_003709239.1	1277	1078	7	852.955
XM_003709240.1	5616	5417	0	0
XM_003709241.1	1790	1591	0	0
XM_003709242.1	3697	3498	1	37.5515
XM_003709243.1	1877	1678	0	0
XM_003709244.1	504	305	0	0
XM_003709245.1	1161	962	1	136.544
XM_003709246.1	162	8.26769	0	0
XM_003709247.1	1769	1570	0	0
XM_003709248.1	696	497	0	0
XM_003709249.1	1596	1397	0	0
XM_003709250.1	1274	1075	1	122.191
XM_003709251.1	3084	2885	3	136.591
XM_003709252.1	177	10.528	0	0
XM_003709253.1	183	11.741	0	0
XM_003709254.1	366	167	0	0
XM_003709255.1	309	110	0	0
XM_003709256.1	2961	2762	0	0
XM_003709257.1	225	29.9375	0	0
XM_003709258.1	1851	1652	0	0
XM_003709259.1	198	15.9266	0	0
XM_003709260.1	2414	2215	6	355.815
XM_003709261.1	2240	2041	0	0
XM_003709262.1	2431	2232	2	117.702
XM_003709263.1	2251	2052	0	0
XM_003709264.1	5050	4851	0	0
XM_003709265.1	1886	1687	1	77.8632
XM_003709266.1	2810	2611	0	0
XM_003709267.1	887	688	0	0
XM_003709268.1	1641	1442	0	0
XM_003709269.1	1242	1043	0	0
XM_003709270.1	636	437	2	601.168
XM_003709271.1	1515	1316	3	299.442
XM_003709272.1	999	800	0	0
XM_003709273.1	1111	912	0	0
XM_003709274.1	4274	4075	1	32.2344
XM_003709275.1	1601	1402	0	0
XM_003709276.1	2010	1811	0	0
XM_003709277.1	3555	3356	1	39.1404
XM_003709278.1	3142	2943	0	0
XM_003709279.1	3593	3394	1	38.7022
XM_003709280.1	2493	2294	3	171.781
XM_003709281.1	1806	1607	0	0
XM_003709282.1	958	759	0	0
XM_003709283.1	2127	1928	0	0
XM_003709284.1	438	239	0	0
XM_003709285.1	2133	1934	0	0
XM_003709286.1	1084	885	1	148.424
XM_003709287.1	1748	1549	5	424
XM_003709288.1	4460	4261	1	30.8273
XM_003709289.1	1268	1069	0	0
XM_003709290.1	1974	1775	0	0
XM_003709291.1	2743	2544	4	206.533
XM_003709292.1	165	8.64817	0	0
XM_003709293.1	3999	3800	0	0
XM_003709294.1	2340	2141	2	122.704
XM_003709295.1	784	585	0	0
XM_003709296.1	2869	2670	1	49.1967
XM_003709297.1	3113	2914	0	0
XM_003709298.1	2637	2438	0	0
XM_003709299.1	1498	1299	0	0
XM_003709300.1	7062	6863	1	19.1396
XM_003709301.1	1233	1034	0	0
XM_003709302.1	357	158	0	0
XM_003709303.1	1140	941	0	0
XM_003709304.1	2132	1933	3	203.862
XM_003709305.1	1236	1037	0	0
XM_003709306.1	3641	3442	0	0
XM_003709307.1	4664	4465	1	29.4188
XM_003709308.1	1867	1668	8	630.001
XM_003709309.1	2418	2219	0	0
XM_003709310.1	2947	2748	1	47.8003
XM_003709311.1	1305	1106	3	356.298
XM_003709312.1	1611	1412	0	0
XM_003709313.1	1237	1038	0	0
XM_003709314.1	1496	1297	9	911.485
XM_003709315.1	225	29.9375	0	0
XM_003709316.1	882	683	6	1153.93
XM_003709317.1	1111	912	8	1152.24
XM_003709318.1	1614	1415	0	0
XM_003709319.1	1569	1370	2	191.759
XM_003709320.1	2632	2433	1	53.989
XM_003709321.1	5427	5228	0	0
XM_003709322.1	333	134	0	0
XM_003709323.1	1810	1611	2	163.073
XM_003709324.1	168	9.06081	0	0
XM_003709325.1	1571	1372	1	95.7399
XM_003709326.1	1140	941	2	279.182
XM_003709327.1	1443	1244	0	0
XM_003709328.1	396	197	0	0
XM_003709329.1	186	12.4336	0	0
XM_003709330.1	1913	1714	4	306.546
XM_003709331.1	6852	6653	0	0
XM_003709332.1	3310	3111	0	0
XM_003709333.1	2367	2168	0	0
XM_003709334.1	783	584	0	0
XM_003709335.1	1731	1532	2	171.482
XM_003709336.1	2741	2542	0	0
XM_003709337.1	3777	3578	0	0
XM_003709338.1	1517	1318	1	99.6625
XM_003709339.1	2377	2178	0	0
XM_003709340.1	2105	1906	0	0
XM_003709341.1	2037	1838	0	0
XM_003709342.1	1900	1701	0.999986	77.2213
XM_003709343.1	1943	1744	1.35476e-05	0.00102038
XM_003709344.1	704	505	24	6242.62
XM_003709345.1	2805	2606	0	0
XM_003709346.1	2367	2168	0	0
XM_003709347.1	1275	1076	1	122.077
XM_003709348.1	3086	2887	0	0
XM_003709349.1	2218	2019	2	130.119
XM_003709350.1	2176	1977	0	0
XM_003709351.1	1260	1061	2	247.606
XM_003709352.1	792	593	1	221.51
XM_003709353.1	183	11.741	0	0
XM_003709354.1	1135	936	8	1122.69
XM_003709355.1	2266	2067	0	0
XM_003709356.1	2113	1914	0	0
XM_003709357.1	8818	8619	1	15.2402
XM_003709358.1	228	32.1317	0	0
XM_003709359.1	493	294	0	0
XM_003709360.1	399	200	0	0
XM_003709361.1	3377	3178	4	165.331
XM_003709362.1	4022	3823	1	34.3592
XM_003709363.1	171	9.50903	0	0
XM_003709364.1	3242	3043	2	86.3327
XM_003709365.1	1484	1285	1	102.222
XM_003709366.1	1452	1253	1	104.833
XM_003709367.1	4488	4289	2	61.2521
XM_003709368.1	920	721	0	0
XM_003709369.1	3153	2954	0	0
